Name	Strain	Temp	Source_ID	Genome
Micromonospora zamorensis	CR38	30	CECT 7892	GCA_900090275.1
Halomonas ramblicola	RS-16T	30	CECT 7896	
Nevskia aquatilis	F2-63	30	CECT 7897	
Nevskia aquatilis	F2-178	30	CECT 7898	
Flavobacterium tructae	47B-3-09	26	CECT 7905	
Flavobacterium plurextorum	51B-09	26	CECT 7906	
Flavobacterium sp	55B-09	26	CECT 7907	
Flavobacterium branchiarum	57B-2-09	26	CECT 7908	
Flavobacterium piscis	60B-3-09	26	CECT 7909	
Flavobacterium sp	60B-4-09	26	CECT 7910	
Flavobacterium piscis	412R-09	26	CECT 7911	GCA_001686925.1; GCA_002222045.1
Rhodococcus hoagii	W2	30	CECT 7913	
Pseudomonas alcaligenes	SL1	30	CECT 7914	
Streptomyces sp	SL11	30	CECT 7915	
Streptomyces atratus	SL2	30	CECT 7916	
Streptomyces pulveraceus	W3	30	CECT 7918	
Streptomyces roseolus	SL3	30	CECT 7919	
Streptomyces venezuelae	SO1	30	CECT 7920	
Streptococcus phocae	C-4	26	CECT 7921	GCA_000772915.1
Streptomyces omiyaensis	SO2	30	CECT 7923	
Rubrobacter bracarensis	VF70612_S1	30	CECT 7924	
Rubrobacter bracarensis	VF70612_S4	30	CECT 7925	
Rubrobacter bracarensis	VFA70612_S5	30	CECT 7926	
Vibrio mangrovi	LMG 24290	26	CECT 7927	GCA_900184095.1
Vibrio marisflavi	LMG 25284	26	CECT 7928	
Vibrio stylophorae	LMG 25357	26	CECT 7929	
Streptomyces beijiangensis	SL15	30	CECT 7930	
Sphingobacterium detergens	6.2S	30	CECT 7938	GCA_003610355.1
Marinifilum fragile	KCTC 22488	30	CECT 7942	GCA_001310955.1
Winogradskyella thalassocola	KCTC 12221	30	CECT 7943	GCA_900099995.1
Winogradskyella echinorum	KCTC 22026	30	CECT 7944	
Winogradskyella epiphytica	KCTC 12220	30	CECT 7945	GCA_003217215.1
Winogradskyella eximia	KCTC 12219	30	CECT 7946	GCA_003386165.1
Winogradskyella lutea	KCTC 23237	30	CECT 7947	
Winogradskyella pacifica	KCTC 22997	30	CECT 7948	GCA_003386275.1
Phyllobacterium endophyticum	PEPV15	26	CECT 7949	GCA_003010935.1
Flavobacterium jumunjinense	HME7102	26	CECT 7955	
Lacihabitans lacunae	HME7103	26	CECT 7956	
Allopseudarcicella aquatilis	HME7025	26	CECT 7957	
Winogradskyella arenosi	CIP 110076	26	CECT 7958	GCA_003337305.1
Bactoderma rosea	VKM B-1344	30	CECT 7959	
Halorubrum gandharaense	MK13-1	37	CECT 7963	
Listeria marthii	CCUG 56148	37	CECT 7970	GCA_000183865.1
Pacificibacter marinus	CCUG 58403	26	CECT 7971	GCA_900172305.1; GCA_900109555.1
Listeria rocourtiae	DSM 22097	30	CECT 7972	
Roseovarius mucosus	DSM 17069	30	CECT 7973	GCA_000768555.3
Bordetella pertussis	BORPER 79936	37	CECT 7974	
Nevskia persephonica	G6M-30	30	CECT 7975	
Nevskia persephonica	G6-54	30	CECT 7976	
Exiguobacterium sp	EPVM	30	CECT 7977	
Exiguobacterium sp	E11-28	30	CECT 7978	
Bacillus sp	m3-13	30	CECT 7979	
Bacillus sp	m2-37	30	CECT 7980	
Bacillus sp	m2-29	30	CECT 7981	
Bacillus sp	P15.4	30	CECT 7982	
Bacillus sp	P1.9	30	CECT 7983	
Natronococcus roseus	CG-1	37	CECT 7984	
Pseudomonas entomophila	L48	30	CECT 7985	GCA_000026105.1
Salinicoccus sp	X2B	30	CECT 7990	
Marinobacter persicus	M9B	30	CECT 7991	GCA_900114155.1
Halomonas sp	E7B	30	CECT 7992	
Halomonas sp	E2B	30	CECT 7994	
Virgibacillus sp	J2B	30	CECT 7995	
Salinicoccus sp	A9B	30	CECT 7996	
Oceanobacillus limi	H9B	30	CECT 7997	
Alteribacillus bidgolensis	P4B	30	CECT 7998	GCA_002335735.1; 
Bacillus persicus	B48	30	CECT 8001	
Pseudomonas sp	A84	30	CECT 8002	
Donghicola sp	H1PW	30	CECT 8003	
Phenylobacterium sp	L6AS04	37	CECT 8004	
Caulobacter sp	L6AS16	37	CECT 8005	
Flavobacterium sp	HME6004	20	CECT 8006	
Flavobacterium sp	HME6143	20	CECT 8007	
Chitinimonas sp	HME7503	26	CECT 8008	
Sediminibacterium sp	HME7508	26	CECT 8009	
Parasediminibacterium paludis	HME6815	26	CECT 8010	
Bacillus salinus	HME7618	26	CECT 8011	
Salinisphaera japonica	YTM-1	20	CECT 8012	
Lactobacillus sp	BCC 38102	30	CECT 8013	
Nocardioides albertanoniae	CD40127	26	CECT 8014	
Arthrobacter sp	TBS34-2.2	26	CECT 8015	
Sphingopyxis italica	SC13E-S71	30	CECT 8016	
Bradyrhizobium canariense	L-7AH	26	CECT 8017	
Sinorhizobium medicae	M-7C	30	CECT 8018	
Rhizobium leguminosarum	TT-7C	26	CECT 8019	
Campylobacter sp	46837	37	CECT 8020	
Campylobacter sp	99530	37	CECT 8021	
Aeromonas finlandensis	4301C	30	CECT 8022	
Aeromonas australiensis	266	30	CECT 8023	GCA_000819725.1
Aeromonas lacus	AE122	30	CECT 8024	GCA_000764665.1
Aeromonas aquatica	AE235	30	CECT 8025	GCA_000764655.1
Aeromonas sp	AE207	30	CECT 8026	
Aeromonas aquatica	HE157	30	CECT 8027	
Aeromonas finlandensis	4287D	30	CECT 8028	GCA_000764645.1
Aeromonas lacus	AE204	30	CECT 8029	
Pseudonocardia hispaniensis	PA3	30	CECT 8030	
Pasteurella sp	DICM11-00540	37	CECT 8032	
Seminibacterium arietis	DICM11-00342	37	CECT 8033	
Flavobacterium sp	HHL-303	30	CECT 8038	
Mesorhizobium tamadayense	Ala-3	30	CECT 8040	GCA_003863365.1
Pseudomonas sp	DOC19	30	CECT 8042	
Pseudomonas putida	DOC21	30	CECT 8043	
Rhodococcus sp	COL22	30	CECT 8044	
Rhodococcus sp	COL25	30	CECT 8045	
Gordonia sp	COL11	30	CECT 8046	
Tsukamurella sp	COL14	30	CECT 8047	
Tsukamurella sp	COL16	30	CECT 8048	
Gordonia sp	COL17	30	CECT 8049	
Tsukamurella sp	COL18	30	CECT 8050	
Gordonia sp	COL19	30	CECT 8051	
Gordonia sp	COL20	30	CECT 8052	
Gordonia sp	COL21	30	CECT 8053	
Gordonia sp	COL23	30	CECT 8054	
Gordonia sp	COL26	30	CECT 8055	
Rhodococcus sp	COL27	30	CECT 8056	
Rhodococcus sp	COL28	30	CECT 8057	
Rhodococcus sp	COL29	30	CECT 8058	
Rhodococcus sp	COL30	30	CECT 8059	
Gordonia sp	COL33	30	CECT 8060	
Acidipropionibacterium olivae	IGBL1	30	CECT 8061	
Acidipropionibacterium damnosum	IGBL13	30	CECT 8062	
Enterococcus olivae	IGG16.11	37	CECT 8063	
Vibrio olivae	IGJ1.11	30	CECT 8064	
Bradyrhizobium rifense	CTAW71	30	CECT 8066	
Natronorubrum texcoconense	B4	37	CECT 8067	GCA_900100335.1
Natronobacterium texcoconense	B23	37	CECT 8068	GCA_900104065.1
Limimaricola cinnabarinus	LL-001	30	CECT 8072	GCA_000466965.1
Brevundimonas abyssalis	TAR-001	20	CECT 8073	GCA_000466985.1
Polycladomyces abyssicola	JIR-001	55	CECT 8074	
Rhodopirellula rubra	LF2	26	CECT 8075	GCF_014192335 
Bremerella alba	FF15	26	CECT 8078	
Planctomyces sp	Pd1	30	CECT 8080	
Algisphaera sp	FF4	26	CECT 8082	
Chryseobacterium sp	DL6	37	CECT 8086	
Duganella sp	BR5	30	CECT 8087	
Endobacter medicaginis	M1MS02	30	CECT 8088	
Pseudomonas punonensis	LMT03	30	CECT 8089	GCA_900142655.1
Vibrio toranzoniae	CMJ 9.4	26	CECT 8091	
Vibrio artabrorum	Cmf 6.5	26	CECT 8093	
Vibrio artabrorum	C15.18	26	CECT 8094	
Pseudomonas asturiensis	LPPA 221	26	CECT 8095	GCA_900143095.1
Vibrio artabrorum	Rd 14.3	26	CECT 8096	
Clostridium bornimense	M2/40	30	CECT 8097	GCA_000577895.1
Litorimonas sp	HME8110	30	CECT 8098	
Litorimonas sp	HME8109	30	CECT 8099	
Sediminibacterium goheungense	HME7863	30	CECT 8100	
Chitinimonas sp	HME7960	30	CECT 8101	
Mucilaginibacter aquaedulcis	PGW1-R01	30	CECT 8102	
Mucilaginibacter sp	HME7565	30	CECT 8103	
Vibrio atlanticus	C15.19	26	CECT 8104	
Vibrio atlanticus	C 2.4	26	CECT 8105	
Vibrio breoganii	Vb 16.3	26	CECT 8106	
Citrobacter braakii	KCTC 2006	37	CECT 8107	
Enterococcus faecium	KCTC 3077	37	CECT 8108	
Lactobacillus gasseri	KCTC 3162	37	CECT 8109	
Roseovarius halotolerans	KCTC 22224	30	CECT 8110	GCA_900172255.1
Neoscardovia arbecensis	PG10	37	CECT 8111	
Halovenus sp	HS-14	37	CECT 8116	
Halovenus sp	HS-39	37	CECT 8117	
Enterococcus faecalis	CCM 2541	37	CECT 8118	
Campylobacter jejuni	CCM 7212	37	CECT 8119	
Enterococcus faecalis	CCM 4647	37	CECT 8120	
Heliimonas saccharivorans	L2-109	30	CECT 8121	
Heliimonas saccharivorans	L2-4	30	CECT 8122	
Vibrio celticus	Rd 2L5	22	CECT 8123	
Vibrio sp	VB 15.4	22	CECT 8124	
Vibrio cortegadensis	CMJ 9.12	22	CECT 8125	
Halomonas sp	HK12	30	CECT 8126	
Acinetobacter nectaris	SAP 763.2	30	CECT 8127	GCA_000488215.1
Acinetobacter boissieri	SAP 284.1	30	CECT 8128	
Polycladomyces sp	JIR-002	55	CECT 8129	
Marinococcus tarijensis	SR-1	37	CECT 8130	
Aliivibrio finisterrensis	CMF 7.8	26	CECT 8131	
Vibrio cortegadensis	CMJ 12.11	22	CECT 8132	
Vibrio celticus	Rd 16.13	26	CECT 8133	
Vibrio sp	PP2-605	26	CECT 8135	
Vibrio europaeus	PP-638	26	CECT 8136	GCA_001695575.1
Cellulophaga lytica	C. lytica BK	30	CECT 8139	
Komagataeibacter medellinensis	Gluconacetobacter medellensis	30	CECT 8140	
Patulibacter medicamentivorans	I11	30	CECT 8141	GCA_000240225.2
Thermoanaerobacter pentosaceus	DTU01	70	CECT 8142	
Clavibacter phaseoli	LPPA 982	26	CECT 8144	GCA_003576445.1
Leuconostoc mesenteroides	NCIMB 6992	30	CECT 8146	
Escherichia coli	NCIMB 13059	37	CECT 8147	
Staphylococcus aureus	NCIMB 12820	37	CECT 8148	
Acinetobacter sp	NCIMB 10764	30	CECT 8149	
Streptococcus hongkongensis	HKU30	37	CECT 8154	
Pseudomonas sp	CR-611	30	CECT 8156	
Rhodococcus sp	CR-53	20	CECT 8157	
Vibrio tapetis	HH6087	20	CECT 8161	
Halobellus ramosii	S2FP14	37	CECT 8167	
Bacillus cereus	LMG 6910	30	CECT 8168	
Campylobacter jejuni	LMG 8842	37	CECT 8170	
Vibrio ichthyoenteri	LMG 23864	26	CECT 8171	
Natrinema salaciae	MDB25	45	CECT 8172	
Natrinema salaciae	MDB20	45	CECT 8173	
Halopenitus persicus	DC30	37	CECT 8174	
Shigella flexneri	BCRC 13984	37	CECT 8175	
Desulfotomaculum nigrificans	BCRC 14424	55	CECT 8176	
Legionella anisa	BCRC 17043	37	CECT 8177	GCA_001467525.1
Salmonella enterica	NCTC 5188	37	CECT 8190	
Roseivivax sp	M1-19	37	CECT 8191	
Larsenimonas salina	M1-18	37	CECT 8192	
Taeseokella kangwonensis	HME8275	30	CECT 8198	
Vibrio thalassae	M20	30	CECT 8199	
Vibrio thalassae	XST2	26	CECT 8200	
Vibrio thalassae	9ST25	26	CECT 8201	
Vibrio thalassae	11ST6	26	CECT 8202	
Vibrio thalassae	MD16	26	CECT 8203	GCA_900089835.1
Vibrio thalassae	MD19	26	CECT 8204	
Campylobacter coli	CIP 70.80	37	CECT 8205	
Yersinia enterocolitica	CIP 81.41	30	CECT 8206	
Klebsiella oxytoca	CIP 110043	30	CECT 8207	
Carnobacterium maltaromaticum	CIP 110052	30	CECT 8208	
Actinokineospora iranica	Chem10	30	CECT 8209	
Bacillus pumilus	Bacillus pumilus	30	CECT 8216	
Halostagnicola bangensis	T26	37	CECT 8219	
Vibrio ichthyoenteri	NCIMB 2256	26	CECT 8220	
Arcobacter butzleri	DSM 8739	30	CECT 8221	
Arcobacter cryaerophilus	DSM 7289	30	CECT 8222	GCA_002992955.1
Arcobacter skirrowii	DSM 7302	30	CECT 8223	
Enterococcus faecium	DSM 13590	37	CECT 8224	
Enterococcus faecalis	DSM 13591	37	CECT 8225	
Vibrio hippocampi	DSM 22717	30	CECT 8226	
Liquorilactobacillus sicerae	CUPV261	37	CECT 8227	
Phyllobacterium loti	S658	26	CECT 8230	
Paenibacillus endophyticus	PECAE04	30	CECT 8234	GCF_014192395 
Paenibacillus lupini	RLAHU15	30	CECT 8235	GCF_011761355 
Cohnella lupini	RLAHU4B	26	CECT 8236	GCA_003386205.1
Mycobacterium iranicum	MYCIRA 217670	37	CECT 8248	
Mycobacterium europaeum	MYCSIMC 207182	37	CECT 8251	
Modestobacter sp	DSM 44210	30	CECT 8253	
Geodermatophilus sp	DSM 44208	26	CECT 8254	
Geodermatophilus sp	A7S	26	CECT 8255	
Modestobacter sp	DSM 44403	20	CECT 8256	
Pseudarthrobacter siccitolerans	4J27	30	CECT 8257	GCA_001046895.1
Ligilactobacillus salivarius	Lv72	37	CECT 8259	
Modestobacter sp	AA-682	20	CECT 8260	
Bradyrhizobium retamae	Ro19	26	CECT 8261	GCA_001440415.1
Pseudomonas guariconensis	PCAVU11	26	CECT 8262	GCA_900102675.1
Yersinia enterocolitica	NCTC 10598	30	CECT 8263	
Vibrio parahaemolyticus	NCTC 11344	30	CECT 8264	
Vibrio cholerae	NCTC 11348	30	CECT 8265	
Bacillus subtilis	NCIMB 13061	30	CECT 8266	
Sinobacterium norvegicum	3CM4	20	CECT 8267	
Sinobacterium norvegicum	1SH4	20	CECT 8268	
Thalassospira alkalitolerans	MBE#61	26	CECT 8273	GCA_002115745.1
Thalassospira mesophila	MBE#74	26	CECT 8274	GCA_002115755.1
Halococcus sediminicola	CBA 1101	37	CECT 8275	GCA_000755245.1
Halorubrum sp	B40	37	CECT 8276	
Halorubrum halophilum	B8	37	CECT 8278	GCA_000739595.1
Rhizobium laguerreae	FB206	26	CECT 8280	GCA_002008165.1
Roseovarius sp	RP8	37	CECT 8281	
Spiribacter salinus	M19-40	37	CECT 8282	GCA_000319575.2
Tenacibaculum caenipelagi	HJ-26M	26	CECT 8283	GCF_004363005 
Yoonia sediminilitoris	D1-W3	30	CECT 8284	GCA_003058085.1
Formosa undariae	WS-MY3	26	CECT 8286	
Pelagicola litorisediminis	D1-W8	30	CECT 8287	GCA_900172295.1
Reinekea marina	HME8277	30	CECT 8288	
Ferruginibacter yonginensis	HME8442	30	CECT 8289	
Novosphingobium sp	HME8448	30	CECT 8290	
Pedobacter rivuli	HME8457	30	CECT 8291	
Mucilaginibacter sp	HME8677	26	CECT 8292	
Enterococcus faecium	CIP 106876	37	CECT 8293	
Escherichia coli	CIP 105180	30	CECT 8294	
Escherichia coli	CIP 105181	30	CECT 8295	
Escherichia coli	CIP 106878	30	CECT 8296	
Algibacter miyuki	WS-MY6	26	CECT 8300	
Algibacter wandonensis	WS-MY22	26	CECT 8301	
Colwellia meonggei	MA1-3	26	CECT 8302	
Actinopolyspora mzabensis	DSM 45460	30	CECT 8303	
Salinifilum ghardaiensis	DSM 45606	30	CECT 8304	
Streptomyces zagrosensis	DSM 42018	30	CECT 8305	GCF_014203645; 
Rubrobacter calidifluminis	RG-1	60	CECT 8308	
Rubrobacter calidifluminis	RG-6	60	CECT 8309	
Rubrobacter naiadicus	RG-3	60	CECT 8310	
Rubrobacter naiadicus	RG-8	60	CECT 8311	
Streptococcus oralis	Str 7747	37	CECT 8312	GCA_000382825.1
Streptococcus oralis	Str 7746	37	CECT 8313	
Pseudomonas aestusnigri	VGXO14	30	CECT 8317	GCA_002197985.1
Mycobacterium sp	W1.09-232	30	CECT 8321	
Mycobacterium sp	W2.10-231	30	CECT 8322	
Mycobacterium sp	W1.10-29	30	CECT 8323	
Mycobacterium sp	W1.10-68	30	CECT 8324	
Mycobacterium sp	B0.10-7	30	CECT 8325	
Aquisalimonas lutea	BA42AL-1	37	CECT 8326	
Fontibacillus phaseoli	BAPVE7B	30	CECT 8333	
Pseudomonas salegens	GBPy5	30	CECT 8338	GCA_900105655.1
Aliidiomarina iranensis	GBPy7	37	CECT 8339	GCA_003987135.1
Aliidiomarina sedimenti	GBSy1	30	CECT 8340	GCA_003986955.1
Cyclobacterium halophilum	GASx41	30	CECT 8341	
Salinispirillum marinum	GCWy1	30	CECT 8342	
Legionella pneumophila	CCUG 13398	37	CECT 8343	GCA_000586315.1
Campylobacter upsaliensis	CCUG 24803	37	CECT 8344	
Hathewaya limosa	CCUG 24037	37	CECT 8345	
Clostridium tetani	CCUG 4220	37	CECT 8346	GCA_000762305.1
Enterococcus sp	Gf1	30	CECT 8351	
Enterococcus sp	Gf2	30	CECT 8352	
Endozoicomonas gorgoniicola	PS125	26	CECT 8353	
Microbacterium endophyticum	PA15	30	CECT 8354	
Microbacterium diaminobutyricum	RZ63	30	CECT 8355	
Microbacterium proteolyticum	RZ36	30	CECT 8356	GCF_014192415 
Idiomarina aquatica	SN-14	37	CECT 8360	GCA_003987185.1
Neisseria gonorrhoeae	DSM 9189	37	CECT 8362	
Bradyrhizobium algeriense	RST89	30	CECT 8363	GCA_003062285.1
Bradyrhizobium sp	LmjM3	30	CECT 8364	GCA_001440405.1
Flavobacterium gyeonganense	HME7524	26	CECT 8365	
Ferruginibacter paludis	HME8881	26	CECT 8366	
Limimaricola soesokkakensis	DSSK1-5	30	CECT 8367	GCA_900172345.1
Kordia jejudonensis	SSK3-3	30	CECT 8368	GCA_001005315.1
Mariniflexile soesokkakense	RSSK-9	30	CECT 8369	
Roseovarius gaetbuli	YM-20	30	CECT 8370	GCA_900172365.1
Halobellus sp	S2FP8	37	CECT 8371	
Halobellus sp	A1FP7	37	CECT 8372	
Alkalibacillus almallahensis	SILM8	37	CECT 8373	
Pseudorhodoplanes sinuspersici	RIPI-110	30	CECT 8374	GCA_002119765.1
Halorientalis persicus	D108	37	CECT 8375	
Natrinema sp	Ea11	37	CECT 8378	
Haloarcula sp	Ea4	37	CECT 8379	
Gordonia sp	A2	30	CECT 8382	
Sphingomonas lacus	PB304	30	CECT 8383	
Flavobacterium faecale	WV33	20	CECT 8384	GCA_003076455.1
Tessaracoccus lapidicaptus	IPBSL-7	30	CECT 8385	GCA_001693815.1
Rubrobacter radiotolerans	RSPS-4	45	CECT 8386	
Pseudomonas sp	S58	30	CECT 8389	
Spiribacter curvatus	UAH-SP71	26	CECT 8396	GCA_000485905.1
Pseudooctadecabacter jejudonensis	SSK2-1	30	CECT 8397	GCA_900172275.1
Aequorivita soesokkakensis	RSSK-12	30	CECT 8398	GCA_001641085.1
Phaeobacter aquaemixtae	SSK6-1	30	CECT 8399	GCA_001458395.1
Pelistega suis	3340-03	37	CECT 8400	
Klenkia brasiliensis	DSM 44526	26	CECT 8402	GCA_900100695.1
Saccharopolyspora sp	DSM 45605	26	CECT 8403	
Quadrisphaera sp	DSM 44207	26	CECT 8405	
Blastococcus sp	DSM 44205	26	CECT 8406	GCA_900102115.1
Vibrio parahaemolyticus	CAIM 171	30	CECT 8407	
Vibrio harveyi	CAIM 1792	26	CECT 8408	GCA_000259935.1
Helicobacter valdiviensis	WBE-14	37	CECT 8410	GCA_003245365.1
Ruegeria meonggei	MA-E2-3	30	CECT 8411	GCA_900172215.1
Pseudarcicella sp	HME7208	30	CECT 8412	
Pedobacter sp	HME7926	30	CECT 8413	
Thalassomonas sp	HME9272	26	CECT 8414	
Fluviimonas sp	HME9276	26	CECT 8415	
Mucilaginibacter sp	HME9291	30	CECT 8416	
Alteripontixanthobacter maritimus	HME9302	26	CECT 8417	GCA_003340475.1
Flagellimonas maritima	HME9304	26	CECT 8418	GCA_003269425.1
Neolewinella maritima	HME9321	26	CECT 8419	GCA_923081025
Halolamina rubra	CBA1108	37	CECT 8420	
Halolamina rubra	CBA1107	37	CECT 8421	GCA_000739555.1
Halorhabdus sp	CBA1104	37	CECT 8422	
Halobellus rufus	CBA1103	37	CECT 8423	GCA_000739575.1
Aeromonas hydrophila	A	30	CECT 8424	
Rubrobacter aplysinae	RV113	30	CECT 8425	GCA_001029505.1
Vibrio tubiashii	07/118 T2	26	CECT 8426	
Vibrio tubiashii	04/002 1T2	26	CECT 8427	
Enterococcus casseliflavus	LMG 21866	37	CECT 8430	
Vibrio splendidus	LMG 23851	26	CECT 8431	
Vibrio splendidus	LMG 23852	26	CECT 8432	
Vibrio splendidus	LMG 23853	26	CECT 8433	
Vibrio splendidus	LMG 23854	26	CECT 8434	
Vibrio sp	LMG 16744	30	CECT 8435	
Vibrio sp	LMG 16745	26	CECT 8436	
Vibrio chagasii	CAIM 431	26	CECT 8439	
Vibrio pomeroyi	CAIM 578	26	CECT 8440	
Halarcobacter ebronensis	F128-2	30	CECT 8441	
Pseudarcobacter aquimarinus	W63	30	CECT 8442	
Lutimonas halocynthiae	RSS3-C1	22	CECT 8444	
Winogradskyella wandonensis	WD-2-2	30	CECT 8445	GCF_004346845 
Algoriphagus boseongensis	BS-R1	30	CECT 8446	
Limosilactobacillus fermentum	PBCC11	37	CECT 8447	
Limosilactobacillus fermentum	PBCC11.5	37	CECT 8448	
Haemophilus influenzae	DSM 11969	37	CECT 8452	
Klebsiella pneumoniae	DSM 789	37	CECT 8453	
Neisseria gonorrhoeae	DSM 15130	37	CECT 8454	
Maribacter caenipelagi	HD-44	26	CECT 8455	
Wenxinia saemankumensis	S-22	26	CECT 8456	GCA_900141735.1
Albidovulum sp	HME9669	45	CECT 8457	
Oceanicella sp	HME9670	45	CECT 8458	
Roseibacterium sp	HME9693	37	CECT 8459	
Flavobacterium paronense	KNUS1	20	CECT 8460	
Flavobacterium sp	KNUW2	20	CECT 8461	
Pontibacter sp	HME6866	30	CECT 8465	
Mzabimyces algeriensis	DSM 45969	26	CECT 8467	
Nocardia casuarinae	DSM 45978	26	CECT 8469	
Bounagaea algeriensis	DSM 45966	26	CECT 8470	
Saccharopolyspora sp	DSM 45967	26	CECT 8471	
Fodinicurvata halophila	BA45AL	37	CECT 8472	
Paenibacillus sp	1011MAR3C5	30	CECT 8476	
Acinetobacter sp	1011TES3C17.1	30	CECT 8477	
Bacillus onubensis	0911TES10J4	30	CECT 8478	
Bacillus onubensis	0911MAR22V3	30	CECT 8479	GCA_002734215.1
Bacillus sp	0911TES21U5	30	CECT 8480	
Paracoccus sp	0911TES13M5	30	CECT 8481	
Paracoccus cavernae	0511ARD5E5	30	CECT 8482	
Seonamhaeicola aphaedonensis	AH-M5	26	CECT 8487	GCA_003386195.1
Aestuariispira insulae	AH-MY2	30	CECT 8488	
Boseongicola aestuarii	BS-W15	26	CECT 8489	GCA_900184815.1
Chryseobacterium artocarpi	UTM-3	30	CECT 8497	GCA_001684975.1
Streptococcus cuniculi	NED12-00049-6B	37	CECT 8498	GCA_001921845.1
Pedobacter antarcticus	DSM 15311	20	CECT 8499	
Rosenbergiella australiborealis	CdVSA 20.1	30	CECT 8500	
Rosenbergiella collisarenosi	8.8A	30	CECT 8501	
Rosenbergiella epipactidis	2.1A	30	CECT 8502	
Palleronia abyssalis	3030-F1	30	CECT 8503	
Palleronia abyssalis	221-F1	30	CECT 8504	GCA_900302445.1
Palleronia abyssalis	221-F2	30	CECT 8505	
Salinithrix halophila	R4S8	37	CECT 8506	
Halomonas sp	4aB16	37	CECT 8507	
Aliicoccus persicus	A76	37	CECT 8508	
Bradyrhizobium icense	LMTR 13	26	CECT 8509	
Natribaculum luteum	DA50	37	CECT 8510	GCA_023008545.1
Myceligenerans cantabricum	M-201	26	CECT 8512	
Sneathiella chungangensis	CAU 1294	30	CECT 8513	
Variibacter gotjawalensis	GJW-30	26	CECT 8514	GCA_002355335.1
Mycobacterium avium	HCUV-346908	37	CECT 8515	
Mycobacterium abscessus	HCUV-356153	37	CECT 8517	
Mycobacterium abscessus	HCUV-356880	37	CECT 8518	
Mycobacterium kumamotonense	HCUV-350225	37	CECT 8520	
Mycobacterium avium	HCUV-357124	37	CECT 8521	
Mycobacterium abscessus	HCUV-355317	37	CECT 8522	
Vibrio jasicida	CAIM 1023	26	CECT 8524	
Paracoccus lutimaris	HDM-25	30	CECT 8525	GCA_003337565.1
Hydrogenophaga sp	HDM-18	30	CECT 8526	
Pontixanthobacter aestiaquae	HDW-31	30	CECT 8527	
Tsukamurella tyrosinosolvens	HCUV-357227	37	CECT 8529	
Nocardia mikamii	HCUV-362713	37	CECT 8530	
Sphingorhabdus arenilitoris	GJR-7	30	CECT 8531	
Aestuariivita boseongensis	BS-B2	30	CECT 8532	GCA_001262635.1
Mycobacterium abscessus	HCUV-360886	37	CECT 8534	
Thermoactinomyces sp	JIR-004	55	CECT 8535	
Aneurinibacillus tyrosinisolvens	LL-002	30	CECT 8536	GCA_001015055.1
Brevundimonas denitrificans	TAR-002	30	CECT 8537	
Litoreibacter ascidiaceicola	RSS4-C1	26	CECT 8539	GCA_900129235.1
Pseudopelagicola gijangensis	YSS-7	26	CECT 8540	GCA_900142085.1
Nocardia mikamii	HCUV-358311	37	CECT 8541	
Actinomadura bangladeshensis	HCUV-366877	37	CECT 8542	
Listeria fleischmannii	DSM 24998	37	CECT 8543	GCA_000344175.1
Listeria weihenstephanensis	DSM 24698	30	CECT 8544	
Moellerella wisconsensis	1400521 C	37	CECT 8547	
Pseudomonas helmanticensis	OHA11	30	CECT 8548	
Streptomyces alkaliphilus	DSM 42118	30	CECT 8549	
Streptomyces sp	DSM 42119	26	CECT 8550	
Belliella kenyensis	DSM 46651	26	CECT 8551	
Nocardiopsis mwathae	DSM 46659	26	CECT 8552	
Rhodococcus ruber	DD1	30	CECT 8553	
Rhodococcus ruber	EE1	30	CECT 8555	
Rhodococcus ruber	A5	37	CECT 8556	
Agrobacterium sp	MS2	37	CECT 8557	
Paenibacillus etheri	SH7	37	CECT 8558	GCA_001012825.2
Oceanobacillus arenosus	CAU 1183	30	CECT 8560	GCA_003369575.1
Aneurinibacillus soli	CB4	30	CECT 8566	GCA_002355375.1; GCA_003217555.1
Siccibacter colletis	NTU 1383	37	CECT 8567	GCA_000696575.1
Cronobacter helveticus	NTU 1204	37	CECT 8568	
Mycobacterium sp	HCUV 371985	37	CECT 8569	
Simiduia curdlanivorans	DMCK3-4	30	CECT 8570	
Simiduia aestuariiviva	J-MY2	30	CECT 8571	GCF_014192475 
Limimaricola variabilis	J-MR2-Y	37	CECT 8572	
Lacinutrix venerupis	Cmf 20.8	30	CECT 8573	GCA_003663945.1
Lacinutrix venerupis	Rd 23.41	30	CECT 8574	
Halopolyspora algeriensis	DSM 46680	30	CECT 8575	GCA_003337235.1
Actinopolyspora biskrensis	DSM 46684	30	CECT 8576	GCF_013408175 
Prauserella isguenensis	DSM 46664	30	CECT 8577	GCF_014191605 
Actinokineospora mzabensis	DSM 45961	30	CECT 8578	GCA_003182415.1
Thermoactinomyces khenchelensis	DSM 45951	50	CECT 8579	
Ampullimonas aquatilis	B15.09-124	30	CECT 8580	
Ampullimonas aquatilis	B15.09-116	30	CECT 8581	
Cavicella subterranea	W2.09-231	30	CECT 8582	
Acetobacter sp	W1.09-37	26	CECT 8585	
Halorubrum sp	SD626R	37	CECT 8592	GCA_001261915.1
Microbacterium halimionae	PA36	30	CECT 8593	
Serratia myotis	12	26	CECT 8594	
Serratia vespertilionis	52	26	CECT 8595	
Streptococcus penaeicida	CAIM 1838	30	CECT 8596	GCA_002887775.1
