Name	Strain	Temp	Source_ID	Genome
Mesoflavibacter sabulilitoris	GJMS-9	30	CECT 8597	GCA_003008435.1
Sedimentitalea sp	MA2-16	30	CECT 8598	
Ascidiaceihabitans donghaensis	RSS1-M3	30	CECT 8599	GCA_900302465.1
Rubripirellula obstinata	LF1	26	CECT 8602	GCA_001642955.1
Vibrio renipiscarius	DCr-1-4-2	26	CECT 8603	GCA_000827885.1
Vibrio renipiscarius	DCr-1-4-12	26	CECT 8604	
Fermentimonas caenicola	ING2-E5B	37	CECT 8609	GCA_000953535.1
Proteiniphilum saccharofermentans	M3/6	37	CECT 8610	GCA_900095135.1
Petrimonas mucosa	ING2-E5A	37	CECT 8611	GCA_900095795.1
Rhodococcus ruber	EE6	30	CECT 8612	
Methylorubrum rhodesianum	HCUV-9097783	30	CECT 8613	
Methylorubrum rhodesianum	HCUV-9097879	30	CECT 8614	
Methylorubrum rhodesianum	HCUV-8081395	30	CECT 8615	
Bordetella bronchiseptica	HCUV-400572	37	CECT 8616	
Methylorubrum rhodesianum	HCUV-392608	30	CECT 8617	
Serratia marcescens	HCUV-398879	26	CECT 8618	
Rubrobacter sp	MD2-16	45	CECT 8619	
Aquimixticola soesokkakensis	DSSK2-3	30	CECT 8620	GCA_900172375.1
Confluentimicrobium lipolyticum	SSK1-4	30	CECT 8621	GCA_900184935.1
Mariniflexile ostreae	TYO-10	30	CECT 8622	
Rheinheimera arenilitoris	J-MS1	30	CECT 8623	
Alteriqipengyuania lutimaris	S-5	30	CECT 8624	GCA_003363135.1
Roseivivax jejudonensis	CDM-17	30	CECT 8625	GCA_900172265.1
Defluviimonas aquaemixtae	CDM-7	30	CECT 8626	GCA_900302475.1
Pseudohongiella acticola	GBSW-5	30	CECT 8627	GCA_001758195.1
Mucilaginibacter gotjawali	SA3-7	30	CECT 8628	GCA_002355435.1
Pseudorhizobium pelagicum	R1-200B4	30	CECT 8629	GCA_000722615.1
Bradyrhizobium lupini	USDA 3051	26	CECT 8630	
Mesorhizobium erdmanii	USDA 3471	30	CECT 8631	GCA_000472705.1
Mesorhizobium jarvisii	ATCC 33669	30	CECT 8632	GCA_003601985.1
Moraxella catarrhalis	HCUV-405055	37	CECT 8634	
Stenotrophomonas maltophilia	HCUV-404863	37	CECT 8635	
Klebsiella michiganensis	HCUV-406329	37	CECT 8636	
Achromobacter xylosoxidans	HCUV-405311	37	CECT 8637	
Mycobacterium sp	Manresa	37	CECT 8638	GCA_000805375.1
Actinoalloteichus hoggarensis	AH97	30	CECT 8639	GCA_002234535.1; 
Saccharothrix tamanrassetensis	DSM 45947	30	CECT 8640	
Inquilinus limosus	HCUV-404809	37	CECT 8641	
Mycobacterium shimoidei	HCUV-384986	37	CECT 8642	
Mycobacterium parascrofulaceum	HCUV-385879	37	CECT 8643	
Secundilactobacillus paracollinoides	DSM 15502	30	CECT 8644	
Secundilactobacillus similis	DSM 23365	37	CECT 8645	GCA_001436595.1; GCA_001311075.1
Epibacterium ulvae	DSM 24752	26	CECT 8646	GCA_002796795.1; 
Sporolactobacillus inulinus	DSM 20348	30	CECT 8647	
Cognatishimia maritima	DSM 28223	26	CECT 8648	GCA_900129685.1
Tropicibacter phthalicicus	DSM 26923	26	CECT 8649	GCA_900184825.1
Shimia aestuarii	DSM 15283	30	CECT 8650	
Litorivivens lipolytica	HJTF-7	26	CECT 8654	
Polaribacter marinivivus	GYSW-15	30	CECT 8655	
Thalassotalea ponticola	GJSW-36	26	CECT 8656	
Vibrio fortis	CAIM 629	26	CECT 8657	
Luteolibacter gellanilyticus	CB-286403	26	CECT 8659	
Longimicrobium terrae	CB-286315	26	CECT 8660	
Pelagimonas varians	DSM 23678	30	CECT 8663	GCA_900185055.1; GCA_003208435.1
Vibrio gallicus	DSM 16639	26	CECT 8664	
Vibrio xuii	DSM 17185	26	CECT 8665	GCA_001274855.1
Lactococcus lactis	GE2-14	30	CECT 8666	GCA_000731635.1
Nocardia sienata	HCUV-409665	37	CECT 8667	
Weissella uvarum	B18NM42	30	CECT 8668	
Pedobacter silvilitoris	W-WS1	30	CECT 8669	
Polaribacter undariae	W-BA7	26	CECT 8670	
Lacinutrix undariae	W-BA8	26	CECT 8671	
Halorhabdus rudnickae	WSM-64	40	CECT 8673	
Halorhabdus rudnickae	WSM-66	40	CECT 8674	
Neolewinella lacunae	HME9359	26	CECT 8679	GCA_014349155.1
Gracilimonas sp	HME9573	37	CECT 8680	
Gracilimonas sp	HME9591	37	CECT 8681	
Gracilimonas sp	HME9599	37	CECT 8682	
Wenyingzhuangia sp	HMF2266	26	CECT 8684	
Roseovarius sp	HMF2302	26	CECT 8686	
Marinobacter sp	HMF2338	26	CECT 8688	
Pedobacter sp	HMF2560	30	CECT 8689	
Pseudomonas endophytica	BSTT44	30	CECT 8691	GCA_001411475.1
Erwinia endophytica	BSTT30	30	CECT 8692	
Fontibacillus solani	A4STR04	30	CECT 8693	
Pseudomonas coleopterorum	Esc2Am	26	CECT 8695	GCA_900105555.1
Mycobacterium kansasii	HCUV-344952	37	CECT 8701	
Elizabethkingia anophelis	HCUV-461331	37	CECT 8703	
Mycolicibacter arupensis	HCUV-407326	37	CECT 8706	
Promicromonospora kermanensis	DSM 45485	30	CECT 8709	
Kribbella sp	DSM 45483	30	CECT 8711	
Nocardiopsis algeriensis	DSM 45462	30	CECT 8712	GCF_014203695; 
Grimontia marina	KCTC 22666	30	CECT 8713	GCA_900060185.1
Vibrio splendidus	KCTC 32085	26	CECT 8714	GCA_900089845.1
Ruegeria arenilitoris	KCTC 23960	30	CECT 8715	GCA_900185035.1
Neptunomonas phycophila	SYM1	30	CECT 8716	GCA_001922575.1
Delftia lacustris	HCUV-411738	30	CECT 8718	
Klebsiella oxytoca	HCUV-468007	37	CECT 8719	
Mycobacterium frederiksbergense	HCUV-403851	37	CECT 8720	
Bordetella pertussis	HCUV-466199	37	CECT 8721	
Labrenzia sp	M14	26	CECT 8722	
Vibrio panuliri	CAIM 1255	26	CECT 8723	
Pseudoseohaeicola caenipelagi	BS-W13	26	CECT 8724	
Pedobacter lignilitoris	W-WS13	26	CECT 8725	
Pseudohalocynthiibacter aestuariivivens	BS-W9	26	CECT 8726	
Anoxynatronum buryatiense	Su22	30	CECT 8731	
Legionella pneumophila	NCTC 12821	37	CECT 8734	
Pseudomonas aeruginosa	NCTC 12951	37	CECT 8735	
Escherichia coli	NCTC 10279	37	CECT 8736	
Streptococcus pneumoniae	NCTC 12977	37	CECT 8737	
Haemophilus influenzae	NCTC 12699	37	CECT 8738	
Halolamina sediminis	halo-7	37	CECT 8739	GCA_001282785.1
Streptococcus uberis	GP1037	37	CECT 8740	
Escherichia coli	GN2514	37	CECT 8741	
Pasteurella multocida	P-813	37	CECT 8742	
Actinobacillus pleuropneumoniae	17/06L	37	CECT 8743	
Eudoraea sp	CAU 1296	30	CECT 8744	
Halorubrum halodurans	Cb34	37	CECT 8745	GCA_002252985.1
Halorubrum ezzemoulense	Fb21	37	CECT 8746	GCA_002252865.1
Halovenus salina	ASP54	37	CECT 8749	
Mycobacterium szulgai	HCUV-467571	37	CECT 8750	
Proteus mirabilis	HCUV-473668	37	CECT 8752	
Staphylococcus aureus	MW2	37	CECT 8753	
Streptococcus pharyngis	DICM10-00796B	37	CECT 8754	
Planococcus faecalis	pang	20	CECT 8759	GCA_001856115.1
Mycobacterium sp	DSM 762	30	CECT 8760	
Mycobacterium sp	DSM 6695	30	CECT 8761	
Mycobacterium smegmatis	DSM 43080	37	CECT 8762	
Mycobacterium lehmannii	DSM 43219	37	CECT 8763	GCA_002245535.1
Mycobacterium chitae	DSM 43238	37	CECT 8764	
Mycobacterium kansasii	DSM 43529	37	CECT 8765	
Mycobacterium neumannii	DSM 43532	37	CECT 8766	GCA_002245615.1
Mycobacterium sp	DSM 43533	37	CECT 8767	
Mycobacterium aurum	DSM 43538	37	CECT 8768	
Mycobacterium terrae	DSM 43540	37	CECT 8769	
Mycolicibacterium gilvum	DSM 43548	37	CECT 8770	
Mycobacterium senegalense	DSM 43654	37	CECT 8771	
Mycobacterium mucogenicum	DSM 44124	37	CECT 8772	
Mycobacterium sp	DSM 44168	43	CECT 8773	
Mycobacterium sp	DSM 44303	37	CECT 8774	
Mycobacterium eburneum	DSM 44358	37	CECT 8775	
Mycobacterium sp	DSM 44427	37	CECT 8777	
Mycobacterium neglectum	DSM 44756	26	CECT 8778	GCA_002591975.1
Mycobacterium palauense	DSM 44914	30	CECT 8779	GCA_002592005.1
Mycobacterium sp	DSM 45202	30	CECT 8780	
Mycobacterium alsense	DSM 45230	37	CECT 8782	
Mycobacterium sp	DSM 45590	30	CECT 8783	
Mycobacterium szulgai	DSM 45836	37	CECT 8784	
Mycobacterium sp	DSM 46626	30	CECT 8785	
Mycobacterium sp	DSM 46638	37	CECT 8786	
Mycobacterium sp	DSM 46793	30	CECT 8787	
Mycobacterium sp	DSM 46794	30	CECT 8788	
Mycobacterium sp	DSM 46795	30	CECT 8789	
Silvibacterium bohemicum	S15	26	CECT 8790	GCA_001006305.1
Terracidiphilus gabretensis	S55	26	CECT 8791	GCA_001449115.1
Halosiccatus urmianus	DC8	37	CECT 8793	
Streptomyces sp	CECT 3279	30	CECT 8797	
Vibrio crassostreae	LMG 22240	26	CECT 8798	GCA_001048535.1
Microbulbifer rhizosphaerae	Cs16b	37	CECT 8799	GCF_014191725 
Herbinix hemicellulosilytica	T3/55	55	CECT 8801	GCA_002904165.1
Lactobacillus insicii	TMW 1.2011	30	CECT 8802	GCA_003946015.1
Limibacillus halophilus	CAU 1121	30	CECT 8803	
Sphingomonas vulcanisoli	SN6-13	26	CECT 8804	GCF_011761305 
Cohnella collisoli	NKM-5	26	CECT 8805	
Aliiroseovarius pelagivivens	GYSW-22	26	CECT 8811	GCA_900302485.1
Pontivivens insulae	GYSW-23	26	CECT 8812	GCA_900302495.1
Pseudoseohaeicola sp	GJSW-133	26	CECT 8813	
Streptomyces violaceus	DSM 40082	30	CECT 8814	GCA_000715635.1
Neorhizobium sp	B24	30	CECT 8815	
Labrenzia salina	Cs25	26	CECT 8816	
Microvirga sp	Hv12	26	CECT 8817	
Kocuria sp	Hv16	26	CECT 8818	
Actinopolyspora sp	H259	30	CECT 8819	
Geodermatophilus sabuli	BMG 8133	37	CECT 8820	GCA_900215145.1
Geodermatophilus bullaregiensis	BMG 841	26	CECT 8821	
Geodermatophilus aquaeductus	BMG 801	26	CECT 8822	
Blastococcus colisei	BMG 822	26	CECT 8823	
Paenibacillus periandrae	PM10	26	CECT 8827	
Vibrio mexicanus	CAIM 1540	26	CECT 8828	GCA_001012815.1
Roseovarius aquimarinus	CAU 1059	37	CECT 8831	
Clostridium amygdalinum	CA1	30	CECT 8833	
Clostridium celerecrescens	07	30	CECT 8834	
Aeromonas sp	1086C	30	CECT 8838	
Nocardia donostiensis	236673	37	CECT 8839	
Streptosporangium saharense	DSM 46743	30	CECT 8840	GCF_014203715; 
Actinomadura algeriensis	DSM 46744	30	CECT 8841	
Actinomadura adrarensis	DSM 46745	30	CECT 8842	
Pseudomonas sp	Ps 1	26	CECT 8843	
Modestobacter lapidis	MON 3.1	30	CECT 8844	
Modestobacter muralis	MDVD1	30	CECT 8845	
Micromonospora luteifusca	GUI2	26	CECT 8846	
Bradyrhizobium sp	CECT 4448	26	CECT 8847	
Listeria innocua	SA1	37	CECT 8848	
Enterococcus faecium	LJx4	37	CECT 8849	
Helicobacter sp	2005/566H	37	CECT 8850	GCA_003670295.1
Vibrio tapetis	QL-9T	18	CECT 8851	GCF_900233005.1
Vibrio bivalvicida	605	26	CECT 8855	GCA_001399455.2
Vibrio bivalvicida	194	26	CECT 8856	
Roseovarius sp	HMF2641	30	CECT 8857	
Emticicia aquatica	HMF2925	26	CECT 8858	
Tabrizicola sp	HMF3009	20	CECT 8860	
Polaribacter lacunae	HMF2268	20	CECT 8862	
Dokdonia sp	HMF2319	26	CECT 8863	
Paenirhodobacter sp	MME-103	30	CECT 8864	GCA_001639985.1
Boseongicola sp	MME-063	26	CECT 8865	
Boseongicola sp	MME-043	30	CECT 8866	
Mycobacterium lentiflavum	HCUV-349758	37	CECT 8867	
Octadecabacter ascidiaceicola	RA1-3	26	CECT 8868	GCA_900185015.1
Maribacter confluentis	SSK2-2	30	CECT 8869	
Alteromonas confluentis	DSSK2-12	30	CECT 8870	GCA_001757105.1
Primorskyibacter insulae	SSK3-2	30	CECT 8871	GCA_900302505.1
Streptococcus caprae	DICM07-002790-1C	37	CECT 8872	
Blastococcus capsensis	BMG 804	30	CECT 8876	
Blastococcus sp	BMG 813	26	CECT 8877	
Blastococcus sp	BMG 814	30	CECT 8878	
Blastococcus sp	BMG 817	26	CECT 8879	
Blastococcus sp	BMG 8361	26	CECT 8880	
Blastococcus sp	BMG 823	30	CECT 8881	
Blastococcus sp	BMG 835	30	CECT 8883	
Blastococcus xanthinilyticus	BMG 862	30	CECT 8884	
Geodermatophilus sp	BMG 8131	26	CECT 8885	
Marinomonas spartinae	SMJ19	26	CECT 8886	GCA_900089775.1
Marinomonas spartinae	SMJ28	26	CECT 8887	
Vibrio madracius	LMG 28124	26	CECT 8889	GCA_000695745.1
Paenibacillus baekrokdamisoli	Back-11	26	CECT 8890	GCF_014191785 
Caecibacterium sporoformans	V19-240a1aT	37	CECT 8891	
Harryflintia acetispora	V20-281a	37	CECT 8892	
Massilia violacea	Cavio	30	CECT 8897	
Maliponia aquimaris	MM-10	30	CECT 8898	GCA_900184945.1
Flavimaricola marinus	MDM-7	30	CECT 8899	GCA_900184895.1
Neolewinella aquimaris	HDW-36	26	CECT 8901	GCF_014197245.1
Campylobacter lari	LMG 8846	37	CECT 8907	GCA_900111465.1; 
Stappia indica	MCCC 1A01226	26	CECT 8909	
Pantoea agglomerans	M3G-V-16	30	CECT 8910	
Bacillus methylotrophicus	M3G-V-25	30	CECT 8911	
Pseudomonas plecoglossicida	M3G-V-24	30	CECT 8912	
Bacillus cereus	M3G-V-12(A)	30	CECT 8913	
Bacillus methylotrophicus	M3G-V-26	30	CECT 8914	
Arthrobacter paludis	CAU 9143	30	CECT 8917	
Tumebacillus soli	CAU 11108	37	CECT 8918	
Oryzisolibacter propanilivorax	EPL6	30	CECT 8927	GCA_900103645.1
Neptuniibacter pectenicola	LFT 1.8	26	CECT 8936	GCA_001597735.1
Neptuniibacter pectenicola	LRS 1.6	26	CECT 8937	
Neptuniibacter marinus	ATR 1.1	26	CECT 8938	GCA_001597725.1
Neptuniibacter marinus	UV 2.5	26	CECT 8939	
Neptunomonas phycophila	3CM2.5	26	CECT 8940	GCA_001922565.1
Neptunomonas phycophila	2CH2.2	26	CECT 8941	
Poseidonibacter lekithochrous	LFT 1.7	26	CECT 8942	
Poseidonibacter lekithochrous	TM 4.6	22	CECT 8943	
Lactiplantibacillus plantarum	J16, ENOLAB 4606	37	CECT 8944	
Pseudoalteromonas aestuariivivens	DB-2	30	CECT 8945	
Marivivens donghaensis	AM-4	30	CECT 8947	
Faunimonas pinastri	A52C2	30	CECT 8949	GCA_900110915.1
Olivibacter sp	A37T4	30	CECT 8950	
Mucilaginibacter sp	A37T11	30	CECT 8951	GCA_900109895.1
Achromobacter sp	S8	26	CECT 8952	
Terrimonas sp	S21	26	CECT 8953	
Sphingobium sp	S3	26	CECT 8955	
Mycobacterium sp	S22	26	CECT 8956	
Mycobacterium sp	S23	26	CECT 8957	
Herbinix luporum	SD1D	55	CECT 8959	
Actinophytocola algeriensis	DSM 46746	30	CECT 8960	
Streptosporangium becharense	DSM 46887	30	CECT 8961	GCF_014191075 
Winogradskyella sp	a322	30	CECT 8971	
Facklamia sp	1548-02	37	CECT 8972	
Facklamia sp	2320B-03	37	CECT 8973	
Paludibacterium purpuratum	KJ031	30	CECT 8976	GCF_004363805 
Vogesella sp	KJ032	30	CECT 8977	
Runella palustris	HMF3829	26	CECT 8978	
Winogradskyella maritima	HME9613	26	CECT 8979	
Aeromonas sp	1178C	30	CECT 8980	
Aeromonas sp	113634	30	CECT 8981	
Aeromonas sp	AOSE3-14A	30	CECT 8982	
Arcobacter sp	F161-33	30	CECT 8983	
Malaciobacter canalis	F138-33	30	CECT 8984	GCA_002723485.1
Arcobacter sp	F142-34	30	CECT 8985	
Arcobacter sp	F146-38	30	CECT 8986	
Arcobacter sp	W112-28	30	CECT 8987	
Arcobacter sp	F151-37	30	CECT 8988	
Arcobacter sp	F155-33	30	CECT 8989	
Arcobacter sp	F157-43	30	CECT 8990	
Arcobacter sp	F157-44	30	CECT 8991	
Arcobacter ebronensis	W129-34	30	CECT 8993	
Arcobacter lacus	RW43-9	30	CECT 8994	GCA_003063295.1
Bifidobacterium pseudocatenulatum	M115	37	CECT 8996	
Lactobacillus plantarum	LL441	30	CECT 8997	
Lactococcus garvieae	IPLA 31405	30	CECT 8998	
Halorubrum sp	V5	37	CECT 9000	
Haloarcula sp	SL3	37	CECT 9001	
Geodermatophilus pulveris	BMG 825	30	CECT 9003	GCA_900188375.1
Bergeyella porcorum	1350-03	37	CECT 9006	
Bergeyella porcorum	DICM11-00233-2A	37	CECT 9007	
Bergeyella porcorum	DICM11-00234-2A	37	CECT 9008	
Bergeyella porcorum	612A-03	37	CECT 9009	
Bacillus aryabhattai	BA03	30	CECT 9010	
Raineya orbicola	SPSPC-11	45	CECT 9012	GCA_002843425.1
Rhizobium favelukesii	LPU83	26	CECT 9014	
Micromonospora vinacea	GUI63	30	CECT 9019	
Micromonospora noduli	GUI43	30	CECT 9020	GCA_003264365.1
Micromonospora ureilytica	GUI23	30	CECT 9022	
Modestobacter caceresii	KNN 45-2b	30	CECT 9023	GCA_000761485.1
Fulvivirga lutimaris	TM-6	30	CECT 9024	
Pseudoroseicyclus aestuarii	DB-4	30	CECT 9025	GCA_003217255.1
Vibrio spartinae	SMJ21	30	CECT 9026	GCF_900149295 
Vibrio palustris	EAod9	30	CECT 9027	GCA_900162645 
Grimontia celer	96-237	26	CECT 9029	
Frankia elaeagni	BMG5.12	28	CECT 9031	
Frankia coriariae	BMG5.1	28	CECT 9032	GCA_001017755.1
Frankia canadensis	ARgP5	28	CECT 9033	
Frankia alni	ACN14a	28	CECT 9034	
Frankia torreyi	CpI1	28	CECT 9035	GCA_000948395.1
Frankia sp	BMG5.23	28	CECT 9036	
Frankia inefficax	EuI1c	28	CECT 9037	
Frankia irregularis	G2	28	CECT 9038	
Frankia sp	EUN1h	28	CECT 9039	GCA_001854695.1
Frankia asymbiotica	M16386	28	CECT 9040	GCA_001983105.1
Frankia soli	Cj	28	CECT 9041	GCA_001854695.1
Frankia discariae	BCU110501	28	CECT 9042	GCA_000373365.1
Frankia casuarinae	CcI3	28	CECT 9043	
Promicromonospora sp	MB19	30	CECT 9044	
Saccharothrix isguenensis	MB27	30	CECT 9045	
Saccharothrix ghardaiensis	MB46	30	CECT 9046	
Planomonospora algeriensis	PM3	30	CECT 9047	
Marinomonas gallaica	Cmf 17.2	26	CECT 9049	GCA_001639745.1
Marinomonas atlantica	Cmf 18.22	26	CECT 9050	GCA_001639725.1
Hymenobacter marinus	KJ035	30	CECT 9069	
Hymenobacter sp	MC1A	26	CECT 9070	GCA_001483135.1
Rossellomorea vietnamensis	EAR8	30	CECT 9072	
Kushneria phyllosphaerae	EAod3	30	CECT 9073	GCA_900312995.1
Kushneria sp	EAod4	30	CECT 9074	
Kushneria endophytica	EAod7	30	CECT 9075	
Staphylococcus sp	RA18	30	CECT 9076	
Halomonas radicis	EAR18	30	CECT 9077	
Pseudoalteromonas sp	RA8	30	CECT 9078	
Pseudoalteromonas rhizosphaerae	RA15	30	CECT 9079	
Salinicola sp	SMJ30	30	CECT 9080	
Salinicola sp	SMJ32	30	CECT 9081	
Vibrio sp	RA1	30	CECT 9082	
Micrococcus sp	EAod10	30	CECT 9083	
Pseudomonas fildesensis	KG01	26	CECT 9084	GCA_001050345.1
Flavobacterium kingsejongi	WV39	26	CECT 9085	GCA_003076475.1
Virgibacillus sp	Virgibacillus C4	37	CECT 9086	
Emticicia paludis	HMF3850	26	CECT 9087	
Mucilaginibacter sp	HME9299	30	CECT 9088	GCF_009755275
Thalassotalea sp	PP2-459	26	CECT 9089	
Vibrio barjaei	3062	26	CECT 9090	GCA_001639065.2
Pseudomonas turukhanskensis	IB1.1	30	CECT 9091	
Paracoccus sp	1011MAR3C25	30	CECT 9092	GCA_003591515.1
Acidovorax sp	1011MAR4D40.2	30	CECT 9093	GCA_003581445.1
Bradyrhizobium centrosematis	A9	30	CECT 9095	
Bradyrhizobium americanum	CMVU44	30	CECT 9096	
Rhizobium aegyptiacum	1010	30	CECT 9098	
Mesorhizobium olivaresii	CPS13	30	CECT 9099	
Vibrio sonorensis	CAIM 1076	30	CECT 9100	GCA_001854765.1
Mesorhizobium japonicum	MAFF 303099	30	CECT 9101	GCA_000009625.1
Salinibacter altiplanensis	AN15	30	CECT 9105	GCA_002894645.1
Salinibacter altiplanensis	AN4	30	CECT 9106	GCA_002894605.1
Salinibacter altiplanensis	LL19	30	CECT 9107	GCA_002894625.1
Vibrio vulnificus	CCUG 11255	30	CECT 9109	
Gluconobacter cerinus	1.4	30	CECT 9110	
Acinetobacter baumannii	DSM 30007	30	CECT 9111	GCA_000369385.1
Campylobacter jejuni	DSM 4688	37	CECT 9112	GCA_000254515.1
Vibrio furnissii	DSM 14383	30	CECT 9113	
Vibrio parahaemolyticus	DSM 101031	30	CECT 9114	
Halorubrum sp	B52	37	CECT 9115	
Halorubrum sp	B53	37	CECT 9116	
Spiribacter roseus	SSL50	37	CECT 9117	
Salinivibrio kushneri	IB563	37	CECT 9118	GCA_001995785.1
Salinivibrio sp	ML198	37	CECT 9119	GCA_001996015.1
Salinivibrio sp	ML323	37	CECT 9120	GCA_001995745.1
Salinibacter ruber	SP273	30	CECT 9122	GCA_002894575.1
Salinibacter ruber	ST67	30	CECT 9123	GCA_002290345.1
Paenibacillus hispanicus	AMTAE16	30	CECT 9124	
Paenibacillus tritici	RTAE36	30	CECT 9125	
Brevundimonas canariensis	GTAE24	30	CECT 9126	
Zunongwangia endophytica	CPA58	30	CECT 9128	
Altericroceibacterium endophyticum	BR75	30	CECT 9129	GCF_009827595.1
Alteriqipengyuania halimionae	CPA5	30	CECT 9130	GCF_009827575.1
Saccharospirillum correiae	CPA1	30	CECT 9131	
Bifidobacterium longum	IPLA20022	37	CECT 9132	
Acinetobacter dijkshoorniae	JVAP01	37	CECT 9134	
Escherichia fergusonii	1601306-18	37	CECT 9135	
Clostridioides difficile	PHRT17	37	CECT 9136	
Clostridioides difficile	5754	37	CECT 9137	
Clostridioides difficile	RT10	37	CECT 9138	
Arcobacter caeni	RW17-10	26	CECT 9140	GCA_003063245.1
Arcobacter sp	W129-99	30	CECT 9141	
Aeromonas sp	F155-44	30	CECT 9142	
Cronobacter muytjensii	CIP 103581	30	CECT 9143	GCA_000409285.1; GCA_001277195.1
Yersinia enterocolitica	CIP 106945	30	CECT 9144	GCA_000253175.1
Campylobacter ornithocola	WBE38	37	CECT 9147	GCA_001705345.1
Novosphingobium sp	HS2aR	30	CECT 9150	
Enterococcus faecalis	CIP 100750	37	CECT 9151	
Staphylococcus aureus	CIP 110856	37	CECT 9152	
Neisseria gonorrhoeae	CIP 103711	37	CECT 9154	
Herbivorax saccincola	GGR1	55	CECT 9155	GCA_002844395.1
Jeotgalibaca porci	1804-02	30	CECT 9156	
Jeotgalibaca arthritidis	1805-02	30	CECT 9157	
Microvirga sp	M8	30	CECT 9163	GCA_009296195.1
Pseudomonas caspiana	FBF102	30	CECT 9164	GCA_002158995.1
Mesorhizobium helmanticense	CSLC115N	30	CECT 9168	GCA_003034915.1
Rhizobium zeae	CRZM18R	30	CECT 9169	
Bacillus terrae	RA9	30	CECT 9170	GCA_003605405.1
Delftia rhizosphaerae	RA6	30	CECT 9171	
Salinivibrio kushneri	AL184	37	CECT 9177	GCA_001995845.1
Neisseria sp	DICM15-00308	37	CECT 9178	
Streptococcus ovuberis	VB15-00779	37	CECT 9179	
Stenotrophomonas bentonitica	BII-R7	30	CECT 9180	
Vibrio toranzoniae	96-373	26	CECT 9181	
Vibrio toranzoniae	96-376	26	CECT 9182	
Pseudonocardia nigra	ATK03	30	CECT 9183	
Psychrobacter pasteurii	CIP 110853	30	CECT 9184	GCA_900162815.1
Psychrobacter piechaudii	CIP 110854	30	CECT 9185	GCA_900162825.1
Blastomonas quesadae	912	30	CECT 9186	
Arcobacter sp	FW-54	30	CECT 9188	
Photobacterium toruni	H01100410B	26	CECT 9189	GCA_900166975.1
Photobacterium malacitanum	H27100402H	22	CECT 9190	GCA_900185615.1
Photobacterium aquimaris	413B	22	CECT 9191	
Photobacterium andalusiense	H01100409B	22	CECT 9192	GCA_900185625.1
Kiloniella majae	M146.1	26	CECT 9193	
Kiloniella majae	SBRF 1.10	26	CECT 9194	
Kiloniella majae	M56.1	26	CECT 9195	GCA_002118315.1
Arcobacter sp	F156-34	30	CECT 9197	
Escherichia coli	CB390	37	CECT 9198	
Azospirillum brasilense	JCM 1225	30	CECT 9199	
Azospirillum brasilense	JCM 1226	30	CECT 9200	
Azotobacter sp	JCM 2964	30	CECT 9201	
Azospirillum formosense	JCM 17639	30	CECT 9202	
Azotobacter vinelandii	JCM 20040	30	CECT 9203	
Azotobacter beijerinckii	JCM 20742	30	CECT 9204	GCA_900110885.1
Azotobacter vinelandii	JCM 21475	30	CECT 9205	
Azotobacter salinestris	JCM 21483	30	CECT 9206	
Azospirillum agricola	JCM 30827	30	CECT 9207	
Saezia sanguinis	CNM 695-12	37	CECT 9208	GCA_003991585.1
Paenibacillus sp	CNM 866-07	37	CECT 9209	
Paenibacillus sp	CNM 839-10	37	CECT 9210	
Paenibacillus sp	CNM 196-06	37	CECT 9211	
Paenibacillus sp	CNM 827-05	37	CECT 9212	
Paenibacillus sp	CNM 1083-07	37	CECT 9213	
Luteitalea pratensis	HEG_-6_39	30	CECT 9215	GCA_001618865.1
Aliarcobacter cryaerophilus	LMG 10210	30	CECT 9218	GCA_002992935.1
Aliarcobacter cryaerophilus	LMG 9865	30	CECT 9219	GCA_006508125.1
Arcobacter cryaerophilus	LMG 10229	30	CECT 9220	GCA_002993045.1
Bradyrhizobium cajani	AMBPC1010	30	CECT 9227	
Marinobacter aquaticus	M6-53	37	CECT 9228	
Kocuria salina	Hv14b	30	CECT 9229	
Aliarcobacter vitoriensis	F199	30	CECT 9230	
Paenibacillus helianthi	P3E	30	CECT 9231	GCA_001909045.1
Burkholderia catarinensis	89	30	CECT 9233	
Aridibacter sp	S24_14_G11	26	CECT 9234	
Aridibacter nitratireducens	A24_SHP_-5_238	26	CECT 9235	
Citrobacter portucalensis	A60	37	CECT 9236	GCA_002042885.1
Citrobacter sp	A316	37	CECT 9237	GCA_002042945.1
Spiribacter aquaticus	SP30	37	CECT 9238	
Solirubrobacter sp	0141_2	26	CECT 9239	
Solirubrobacter sp	0166_1	26	CECT 9240	
Usitatibacter rugosus	0125_3	26	CECT 9241	
Usitatibacter palustris	Swamp67	26	CECT 9242	
Terricaulis silvestris	0127_4	26	CECT 9243	
Pedobacter ruber	AB13; 160111 SFS 10	26	CECT 9246	
Bacillus simplex	AB14; 160118 FC 3	26	CECT 9247	
Sphingomonas yantingensis	AB15; 160201 MG 2	26	CECT 9248	
Paenibacillus sp	AB16; 161107 CRN 1	26	CECT 9249	
Novosphingobium sp	AB17; 161114 CRA 3	26	CECT 9250	
Mycobacterium frederiksbergense	AB18; 161114 CSA 3	26	CECT 9251	
Aeromicrobium sp	UB9; 161013MAM34	26	CECT 9252	
Williamsia maris	UB10; 161021MVT27	26	CECT 9253	
Nocardia cummidelens	UB11; 161024MVT01	26	CECT 9254	
Mycobacterium frederiksbergense	UB12; 161021MVT49	26	CECT 9255	
